ds,y,rain
2023-03-24,115.37189166639486,0
2023-03-25,119.40242105165717,0
2023-03-26,125.59695505305788,0
2023-03-27,121.73422982282455,0
2023-03-28,129.40378741207647,1
2023-03-29,159.01122069701472,0
2023-03-30,126.91686767516985,1
2023-03-31,105.83358249452196,0
2023-04-01,107.57204851355604,0
2023-04-02,94.57666316466091,1
2023-04-03,90.60246958426913,1
2023-04-04,155.8747122735634,0
2023-04-05,122.32327216172297,1
2023-04-06,153.96498017941377,0
2023-04-07,124.16267629117101,0
2023-04-08,125.82611691934984,0
2023-04-09,115.78329422617242,0
2023-04-10,153.3361785737883,0
2023-04-11,157.19104399301642,0
2023-04-12,165.1475205953249,0
2023-04-13,190.5875908667969,0
2023-04-14,118.10566395871545,0
2023-04-15,104.74029703330544,1
2023-04-16,87.89479512945636,0
2023-04-17,112.2490145783458,0
2023-04-18,100.44609724024124,1
2023-04-19,145.240583211371,0
2023-04-20,155.1155560041141,0
2023-04-21,139.0212866325734,0
2023-04-22,119.9910425716958,0
2023-04-23,85.37938453376653,1
2023-04-24,111.12464513456224,1
2023-04-25,171.2789349516179,0
2023-04-26,102.67203656235083,1
2023-04-27,106.24039524250077,1
2023-04-28,133.18105385627493,0
2023-04-29,90.58728494529896,1
2023-04-30,115.47509919875709,0
2023-05-01,101.25122809175816,1
2023-05-02,118.55599047451872,1
2023-05-03,151.27350055136162,0
2023-05-04,139.95973432221794,0
2023-05-05,134.867577634631,0
2023-05-06,120.46017819950558,0
2023-05-07,93.6269486579291,1
2023-05-08,85.79277785392601,1
2023-05-09,151.7961392199997,0
2023-05-10,157.30104599940637,0
2023-05-11,161.94037382329867,0
2023-05-12,118.07798246229865,0
2023-05-13,124.683418440472,0
2023-05-14,128.61054137135736,0
2023-05-15,124.93884964635586,1
2023-05-16,140.55374727997702,0
2023-05-17,149.43770376139076,0
2023-05-18,94.18289964328191,1
2023-05-19,105.60294950997441,0
2023-05-20,106.05475758712127,1
2023-05-21,64.57362479445594,1
2023-05-22,126.33212875442491,0
2023-05-23,173.68806650598856,0
2023-05-24,131.2495316343535,0
2023-05-25,157.79769761566985,0
2023-05-26,107.62353130492653,0
2023-05-27,136.41503084143707,0
2023-05-28,88.73986921870167,0
2023-05-29,110.3291445151993,0
2023-05-30,143.79565647394455,0
2023-05-31,130.10571553218253,1
2023-06-01,143.93548693302515,0
2023-06-02,121.69669814583015,0
2023-06-03,135.78579420813924,0
2023-06-04,111.46505464334817,1
2023-06-05,144.5322995090502,0
2023-06-06,140.4136853156266,0
2023-06-07,107.01394081303452,1
2023-06-08,122.80250800212366,0
2023-06-09,85.9466474253868,1
2023-06-10,88.82676710778975,0
2023-06-11,125.06448908095186,0
2023-06-12,162.157645973253,0
2023-06-13,158.12248169761884,0
2023-06-14,143.82848044357473,0
2023-06-15,107.59139595383189,1
2023-06-16,146.28001770437447,0
2023-06-17,134.34623902847582,0
2023-06-18,99.22987071424419,0
2023-06-19,137.2107582384356,0
2023-06-20,142.4529652249916,0
2023-06-21,160.41511206835523,0
2023-06-22,142.87773831337466,0
2023-06-23,83.84911011996468,0
2023-06-24,102.97930722384457,0
2023-06-25,114.66411874746066,0
2023-06-26,105.43021702822918,0
2023-06-27,150.92012951682003,0
2023-06-28,82.82828958254044,1
2023-06-29,122.51230400643675,0
2023-06-30,136.8740914665402,0
2023-07-01,92.29750537800538,0
2023-07-02,77.64617168131896,1
2023-07-03,57.99033417524065,1
2023-07-04,170.7711619627566,0
2023-07-05,138.46632109877848,0
2023-07-06,93.26534456435758,1
2023-07-07,116.78821302753171,0
2023-07-08,112.01859916521734,0
2023-07-09,83.60363624117343,0
2023-07-10,121.57337429012779,0
2023-07-11,87.0352704361286,1
2023-07-12,75.06357214370924,1
2023-07-13,144.02267725485808,0
2023-07-14,106.20944546621452,0
2023-07-15,103.94240680075625,0
2023-07-16,66.49970128562539,1
2023-07-17,74.0535525023811,1
2023-07-18,123.97840736907872,1
2023-07-19,97.14847784859936,1
2023-07-20,103.31243906309895,0
2023-07-21,102.96859692350563,0
2023-07-22,105.3003695546355,0
2023-07-23,69.30910424738684,1
2023-07-24,100.29725249440669,0
2023-07-25,145.85335074066006,0
2023-07-26,108.99405362829401,0
2023-07-27,141.44585700607246,0
2023-07-28,86.80969403500438,0
2023-07-29,92.060699652281,0
2023-07-30,114.96423857849521,0
2023-07-31,116.11001340908643,0
2023-08-01,141.89094890210185,0
2023-08-02,142.4746981005907,0
2023-08-03,101.36487103171288,1
2023-08-04,120.35031461965553,0
2023-08-05,86.49664035190203,0
2023-08-06,66.37035421767193,1
2023-08-07,89.33117820438974,0
2023-08-08,86.71933414254615,1
2023-08-09,143.4542775656846,0
2023-08-10,122.09647776090586,0
2023-08-11,109.17123869741779,0
2023-08-12,88.19561060608355,0
2023-08-13,111.94242749410986,0
2023-08-14,109.19247891827382,0
2023-08-15,78.81534421627953,1
2023-08-16,142.72470153991586,0
2023-08-17,57.30284524893419,1
2023-08-18,108.320961761513,0
2023-08-19,34.13435763256709,1
2023-08-20,112.59610357969,0
2023-08-21,104.94875473539001,0
2023-08-22,126.3326874398228,0
2023-08-23,134.1724130614848,0
2023-08-24,48.038700746078156,1
2023-08-25,89.6979213279553,0
2023-08-26,104.12424227694189,0
2023-08-27,105.19195947751282,0
2023-08-28,111.90744472576642,0
2023-08-29,62.91391668615297,1
2023-08-30,95.66514369415734,1
2023-08-31,86.63508972544236,1
2023-09-01,99.16406508610207,0
2023-09-02,105.87329743027588,0
2023-09-03,41.031817655419225,1
2023-09-04,99.17558775243943,0
2023-09-05,45.10239833168903,1
2023-09-06,99.95043473275095,1
2023-09-07,79.96768449371727,1
2023-09-08,72.61287401732335,0
2023-09-09,60.58430046914755,0
2023-09-10,37.68801849641675,1
2023-09-11,118.279569074568,0
2023-09-12,117.47489547561123,0
2023-09-13,113.7478314441333,0
2023-09-14,59.89289502716477,1
2023-09-15,81.86000884535636,0
2023-09-16,57.800599502452854,0
2023-09-17,72.56833903186649,0
2023-09-18,90.27745064203583,0
2023-09-19,92.24099210438733,1
2023-09-20,123.41532684594188,0
2023-09-21,102.74285489844833,0
2023-09-22,92.47222240341526,1
2023-09-23,37.11093599637359,1
2023-09-24,108.51056475275504,0
2023-09-25,91.03881149954822,1
2023-09-26,98.89978629899866,0
2023-09-27,127.51980294727137,0
2023-09-28,67.93457992103983,1
2023-09-29,49.475358519870966,1
2023-09-30,56.094868221427745,1
2023-10-01,42.41785098617704,1
2023-10-02,100.1016558210487,0
2023-10-03,120.80863875450302,0
2023-10-04,81.75272576140318,1
2023-10-05,99.09957796337669,0
2023-10-06,71.4655446867675,1
2023-10-07,64.62204670935076,1
2023-10-08,58.10714729469132,1
2023-10-09,103.14688606697692,0
2023-10-10,114.06812231889563,0
2023-10-11,118.17716608484824,0
2023-10-12,153.50323573873462,0
2023-10-13,115.09554538638976,0
2023-10-14,77.85485911422165,0
2023-10-15,97.04698859980198,0
2023-10-16,105.04183128838449,0
2023-10-17,135.14878287142636,0
2023-10-18,138.6900273849797,0
2023-10-19,136.26313780070876,0
2023-10-20,50.19608671490164,1
2023-10-21,94.01377579904849,0
2023-10-22,70.39402131432847,0
2023-10-23,93.72460389030101,0
2023-10-24,101.81694877172868,1
2023-10-25,118.49939323384585,0
2023-10-26,109.67554623577345,0
2023-10-27,105.16813211941985,0
2023-10-28,105.25930723623406,0
2023-10-29,83.1618198271558,0
2023-10-30,62.88097942797006,0
2023-10-31,118.0664396903885,0
2023-11-01,113.46389628109328,1
2023-11-02,90.11100971958668,1
2023-11-03,127.87970332460078,0
2023-11-04,80.64387535394681,0
2023-11-05,37.31991055852393,1
2023-11-06,124.92082364277994,0
2023-11-07,137.66189149405352,0
2023-11-08,142.9562430726194,0
2023-11-09,142.00347491738367,0
2023-11-10,77.44186659858174,1
2023-11-11,66.85023002924933,1
2023-11-12,115.82999785826671,0
2023-11-13,128.76141002676255,0
2023-11-14,150.2136550104909,0
2023-11-15,156.8383157824784,0
2023-11-16,154.3678871264018,0
2023-11-17,104.80848876573981,0
2023-11-18,71.44916754226242,1
2023-11-19,103.06907031550746,0
2023-11-20,112.28430370222729,0
2023-11-21,90.61411745028538,1
2023-11-22,112.78203649903878,1
2023-11-23,141.3546912472627,0
2023-11-24,124.28122559534769,0
2023-11-25,104.62323568852457,0
2023-11-26,112.48203208026693,0
2023-11-27,140.89871049516694,0
2023-11-28,82.49804436189669,1
2023-11-29,149.64517355389324,0
2023-11-30,140.3833270448543,0
2023-12-01,133.56204740654852,0
2023-12-02,91.77611133265162,0
2023-12-03,98.911265666589,1
2023-12-04,95.92195967585917,1
2023-12-05,152.95343993628538,0
2023-12-06,147.40040996966712,0
2023-12-07,151.27871289387804,0
2023-12-08,127.18406255171047,0
2023-12-09,134.3937496997335,0
2023-12-10,99.11697433425702,0
2023-12-11,139.6307881317671,0
2023-12-12,159.38649899685376,0
2023-12-13,154.952595862474,0
2023-12-14,141.48746102166967,0
2023-12-15,125.39045418380744,0
2023-12-16,123.26865112147752,0
2023-12-17,97.99900933520236,0
2023-12-18,115.89977080664536,1
2023-12-19,150.50069472005603,0
2023-12-20,164.12496179240253,0
2023-12-21,157.53856514365933,0
2023-12-22,127.43611677432743,0
2023-12-23,123.18462577565188,0
2023-12-24,99.13263498331735,0
2023-12-25,116.92989907698399,1
2023-12-26,178.4368028838505,0
2023-12-27,141.23465065363624,0
2023-12-28,150.48374640973014,0
2023-12-29,121.43067729124468,0
2023-12-30,127.04496364663767,0
2023-12-31,103.95592907008398,1
2024-01-01,165.32603417352442,0
2024-01-02,143.63406214081556,1
2024-01-03,150.97927823345697,1
2024-01-04,157.81651481369684,0
2024-01-05,127.2448349542501,0
2024-01-06,132.56056968201634,0
2024-01-07,148.29054204039278,0
2024-01-08,136.66837055917412,0
2024-01-09,196.26383898197156,0
2024-01-10,189.3385573628147,0
2024-01-11,162.5958315648772,0
2024-01-12,98.31923057260732,1
2024-01-13,128.7661065462372,0
2024-01-14,104.41746845562845,1
2024-01-15,156.13736803170843,0
2024-01-16,190.1077102251711,0
2024-01-17,175.2001746274331,0
2024-01-18,177.73660580449987,0
2024-01-19,112.99229523045426,1
2024-01-20,107.27490883117038,1
2024-01-21,104.26253350938208,1
2024-01-22,174.58418173423163,0
2024-01-23,191.05833167115694,0
2024-01-24,151.59281823865467,1
2024-01-25,143.59386900083996,1
2024-01-26,103.56471886526258,1
2024-01-27,152.358652287827,0
2024-01-28,170.70653512702424,0
2024-01-29,135.56870014712229,1
2024-01-30,168.9617363518631,0
2024-01-31,148.1217779555592,1
2024-02-01,144.25138742087907,1
2024-02-02,150.4850492541588,0
2024-02-03,91.2209811457473,1
2024-02-04,111.28048925940034,1
2024-02-05,161.10604263204368,0
2024-02-06,148.19560163664903,1
2024-02-07,168.95028778533086,0
2024-02-08,151.01507262567432,1
2024-02-09,156.2086844683785,0
2024-02-10,130.37606419242783,1
2024-02-11,155.67536465712647,0
2024-02-12,175.6058975267553,0
2024-02-13,149.54310044452095,1
2024-02-14,186.18730996395576,0
2024-02-15,223.27594894653816,0
2024-02-16,121.89502355943064,1
2024-02-17,134.35513144665154,1
2024-02-18,146.94344125633853,0
2024-02-19,185.04347388787758,0
2024-02-20,202.75147198334943,0
2024-02-21,199.5310804891508,0
2024-02-22,180.96426136169376,0
2024-02-23,168.67360329628244,0
2024-02-24,116.19553127096015,1
2024-02-25,162.57230775258614,1
2024-02-26,142.26730532601428,1
2024-02-27,206.5367326764364,0
2024-02-28,229.66265282529486,0
2024-02-29,179.37800529183446,0
2024-03-01,176.13009743924758,0
2024-03-02,161.0965653190316,0
2024-03-03,128.08646965162134,1
2024-03-04,182.70439787332555,0
2024-03-05,190.41452274214586,0
2024-03-06,208.54423649170616,0
2024-03-07,139.2031186570806,1
2024-03-08,192.962787100564,0
2024-03-09,176.99240785670918,0
2024-03-10,164.42859976438746,0
2024-03-11,141.1099730135394,1
2024-03-12,207.86320710465895,0
2024-03-13,155.91508769702847,1
2024-03-14,184.5444214421314,1
2024-03-15,185.66209096556426,0
2024-03-16,175.64655975950407,0
2024-03-17,144.0979231156535,1
2024-03-18,181.079009749601,0
2024-03-19,221.99216112815122,0
2024-03-20,171.4776706532359,1
2024-03-21,173.42297545948549,1
2024-03-22,139.06940200190238,1
2024-03-23,151.1914667222807,1
2024-03-24,181.52005405224781,0
2024-03-25,224.0709918845434,0
2024-03-26,161.6152108978809,1
2024-03-27,214.26737029605053,0
2024-03-28,185.07490193314382,0
2024-03-29,135.41514651219399,1
2024-03-30,181.96657585539666,0
2024-03-31,193.63172622910525,0
2024-04-01,236.93840846011048,0
2024-04-02,206.7763241966604,0
2024-04-03,198.20647462390076,0
2024-04-04,212.79178834273867,0
2024-04-05,167.31838259289134,0
2024-04-06,181.96944684129235,0
2024-04-07,129.91491131862668,1
2024-04-08,196.3320040097561,0
2024-04-09,185.22429272441727,1
2024-04-10,211.11463144332726,0
2024-04-11,215.99427404503615,0
2024-04-12,157.78071693602683,1
2024-04-13,145.92637439179407,0
2024-04-14,124.24948040144339,1
2024-04-15,169.99459221362545,0
2024-04-16,199.08735058944256,1
2024-04-17,211.33674811827078,0
2024-04-18,188.79506342370937,1
2024-04-19,160.21039525919932,0
2024-04-20,125.2612428405332,1
2024-04-21,189.68276381804674,0
2024-04-22,195.9533027509643,0
2024-04-23,176.8377017621498,1
2024-04-24,193.83538187468383,0
2024-04-25,222.40129073589586,0
2024-04-26,195.96865168265285,0
2024-04-27,179.4284003210569,0
2024-04-28,166.8853193749409,0
2024-04-29,197.55873789630894,0
2024-04-30,163.85382569012145,1
2024-05-01,187.2107964003208,0
2024-05-02,200.26332586614694,0
2024-05-03,141.178156033396,1
2024-05-04,148.50153015691245,1
2024-05-05,142.76088734887654,0
2024-05-06,195.28441294880074,0
2024-05-07,189.8947675913758,0
2024-05-08,215.70664086539063,0
2024-05-09,205.53260414508455,0
2024-05-10,181.0743939797894,0
2024-05-11,183.47270249169813,0
2024-05-12,156.3390760709261,0
2024-05-13,167.07164516187515,1
2024-05-14,155.25833766260476,1
2024-05-15,186.18353658149837,0
2024-05-16,194.3893805143707,0
2024-05-17,149.4605224717296,0
2024-05-18,133.64136201340816,1
2024-05-19,169.557625528753,0
2024-05-20,207.33807672869392,0
2024-05-21,173.94720269721313,1
2024-05-22,146.93355241821192,1
2024-05-23,144.14944151037315,1
2024-05-24,146.90704081966996,1
2024-05-25,180.70419817354338,0
2024-05-26,189.91405211107235,0
2024-05-27,165.14230345325538,1
2024-05-28,160.92497625460126,1
2024-05-29,211.27125292637157,0
2024-05-30,214.18856927746313,0
2024-05-31,172.4948841988322,0
2024-06-01,131.60743358194523,1
2024-06-02,124.5538479952496,1
2024-06-03,176.50886949923125,0
2024-06-04,200.81084666649127,0
2024-06-05,193.30527968632785,0
2024-06-06,150.50146327034207,1
2024-06-07,119.24954616579925,1
2024-06-08,120.763586822555,1
2024-06-09,173.85844489594842,0
2024-06-10,173.59171085756802,0
2024-06-11,197.850041225978,0
2024-06-12,203.3106754993179,0
2024-06-13,156.83283616253345,1
2024-06-14,130.32828758007446,1
2024-06-15,137.43912769361808,1
2024-06-16,93.13696517205578,1
2024-06-17,223.98916144457195,0
2024-06-18,142.12593558349857,1
2024-06-19,164.7372665206316,1
2024-06-20,133.41831123527692,1
2024-06-21,179.43220183406035,0
2024-06-22,162.72258508987,0
2024-06-23,152.30072905239666,0
2024-06-24,153.4186831345316,1
2024-06-25,190.12290799094365,0
2024-06-26,204.27496703396116,0
2024-06-27,171.11023766922003,0
2024-06-28,166.67022561941653,0
2024-06-29,185.98463821748442,0
2024-06-30,173.86058374195719,0
2024-07-01,179.2876082744202,0
2024-07-02,183.1967571790846,0
2024-07-03,154.42584874368046,1
2024-07-04,185.17723206738776,0
2024-07-05,131.2186094192357,1
2024-07-06,137.13186999534696,0
2024-07-07,166.7931442086583,0
2024-07-08,115.6840691609069,1
2024-07-09,211.75693878626643,0
2024-07-10,179.20430658087164,0
2024-07-11,184.03547186874061,0
2024-07-12,136.93763328739539,1
2024-07-13,146.88545610695633,0
2024-07-14,119.27552929734217,1
2024-07-15,190.96637289191585,0
2024-07-16,193.17901105578238,0
2024-07-17,193.54818510400816,0
2024-07-18,151.76478325444228,0
2024-07-19,145.32054047244333,0
2024-07-20,163.8572357797203,0
2024-07-21,160.21548842735046,0
2024-07-22,137.77880136296528,1
2024-07-23,191.7815501559172,0
2024-07-24,205.11938965039502,0
2024-07-25,130.69517522574748,1
2024-07-26,158.73597878396336,0
2024-07-27,130.34891391384392,0
2024-07-28,90.14596778014135,1
2024-07-29,99.97622732363442,1
2024-07-30,166.67510554014328,0
2024-07-31,166.7908269630188,1
2024-08-01,149.08297922641586,0
2024-08-02,150.16245248228356,0
2024-08-03,124.1991035399722,0
2024-08-04,98.15012412917412,1
2024-08-05,165.05826624541086,0
2024-08-06,167.36434768114142,0
2024-08-07,197.7948093221357,0
2024-08-08,193.3657948975647,0
2024-08-09,118.99697746167445,0
2024-08-10,131.40587430810933,0
2024-08-11,146.14375667393264,0
2024-08-12,177.534770970674,0
2024-08-13,169.2216810459703,0
2024-08-14,179.35999461792903,0
2024-08-15,151.2548935143155,0
2024-08-16,128.03295673576358,0
2024-08-17,121.66534849121152,1
2024-08-18,116.27251123185599,0
2024-08-19,193.9931159168016,0
2024-08-20,185.37806417417866,0
2024-08-21,188.36944135455468,0
2024-08-22,175.79500366295414,0
2024-08-23,145.83833480607376,0
2024-08-24,144.5170784355359,0
2024-08-25,139.49953191515232,0
2024-08-26,166.10821291091727,0
2024-08-27,172.79329339056798,0
2024-08-28,162.76257610528566,0
2024-08-29,153.003119076067,0
2024-08-30,133.8146606782708,0
2024-08-31,152.2014344069752,0
2024-09-01,132.12596257879346,0
2024-09-02,128.23837674045876,0
2024-09-03,138.4126610520317,1
2024-09-04,198.95126405109582,0
2024-09-05,176.92838645691361,0
2024-09-06,98.85455199863726,1
2024-09-07,73.21711969911016,1
2024-09-08,138.81119251297298,0
2024-09-09,154.02574938489187,0
2024-09-10,117.4733354395168,1
2024-09-11,144.10779092485456,1
2024-09-12,192.69814924520998,0
2024-09-13,150.96352462058917,0
2024-09-14,139.20994785647653,0
2024-09-15,126.60928188083479,0
2024-09-16,177.27712670182828,0
2024-09-17,170.84558898440372,0
2024-09-18,167.17912332389346,0
2024-09-19,126.03561508663006,1
2024-09-20,154.85069797770706,0
2024-09-21,139.0937287407107,0
2024-09-22,119.02361922890832,1
2024-09-23,122.40022397456404,1
2024-09-24,168.09968561885506,0
2024-09-25,182.32900320303798,0
2024-09-26,173.0840315417719,0
2024-09-27,128.89659633100322,0
2024-09-28,154.8796369309314,0
2024-09-29,137.1125842731796,0
2024-09-30,153.26768972930543,0
2024-10-01,184.4484609714455,0
2024-10-02,188.399769147052,0
2024-10-03,156.02035614277514,0
2024-10-04,161.39130577604155,0
2024-10-05,130.2993413804272,0
2024-10-06,170.04960692649246,0
2024-10-07,106.16658838203719,1
2024-10-08,178.02396740725996,0
2024-10-09,166.77794740450412,0
2024-10-10,161.25101800448573,1
2024-10-11,132.2199265372349,0
2024-10-12,148.07252861039845,0
2024-10-13,133.2947826700806,0
2024-10-14,154.90153621588567,0
2024-10-15,142.91955382041314,1
2024-10-16,198.62247238775,0
2024-10-17,194.06760581633995,0
2024-10-18,129.59942402702958,0
2024-10-19,146.1498184990162,0
2024-10-20,168.1970789645052,0
2024-10-21,136.97919165662287,0
2024-10-22,182.937090456917,0
2024-10-23,142.3861078563141,1
2024-10-24,178.1568938593373,0
2024-10-25,143.34926826189178,0
2024-10-26,122.93713735318369,0
2024-10-27,120.00322399012646,0
2024-10-28,179.3566107159594,0
2024-10-29,197.29047855598225,0
2024-10-30,189.52199715175684,0
2024-10-31,166.546366405194,0
2024-11-01,133.26294598764508,0
2024-11-02,115.65087974408263,1
2024-11-03,134.97135683766282,0
2024-11-04,156.87800485143728,0
2024-11-05,174.82076380898664,0
2024-11-06,144.96045063759917,1
2024-11-07,166.1664380975455,0
2024-11-08,161.15505727780734,0
2024-11-09,100.96843477101662,1
2024-11-10,125.14849069900784,1
2024-11-11,146.207466010431,1
2024-11-12,188.48993033374433,0
2024-11-13,198.1532896597222,0
2024-11-14,212.65745919390272,0
2024-11-15,106.448156690166,1
2024-11-16,135.2234536588081,0
2024-11-17,168.5276330370302,0
2024-11-18,203.45869305654898,0
2024-11-19,146.51683973169605,1
2024-11-20,220.72165849404814,0
2024-11-21,185.98332605623295,0
2024-11-22,157.51224413018417,0
2024-11-23,142.59377586592024,0
2024-11-24,171.3120727696422,0
2024-11-25,164.34305444521092,0
2024-11-26,195.4882023478922,0
2024-11-27,222.45284423167357,0
2024-11-28,183.85295272310864,0
2024-11-29,191.3887773779086,0
2024-11-30,143.22344756320237,0
2024-12-01,157.88312958631786,0
2024-12-02,161.01372873996468,0
2024-12-03,199.44908429839248,0
2024-12-04,214.51783302588595,0
2024-12-05,193.72802918245802,0
2024-12-06,154.25877890677535,1
2024-12-07,154.4061797267416,0
2024-12-08,133.50109043774833,1
2024-12-09,178.46397785036402,0
2024-12-10,208.0593791141249,0
2024-12-11,174.67678305865462,1
2024-12-12,205.66323771639603,0
2024-12-13,164.14318373303902,0
2024-12-14,156.6677383802542,0
2024-12-15,163.9466750523681,0
2024-12-16,147.20181128127462,1
2024-12-17,168.36897210315396,1
2024-12-18,182.1859381576198,1
2024-12-19,188.66555738052702,0
2024-12-20,120.66139211160973,1
2024-12-21,166.83846157083832,1
2024-12-22,162.0403351651262,0
2024-12-23,207.84272408699374,0
2024-12-24,172.05367777507863,1
2024-12-25,219.8672810853896,0
2024-12-26,165.9054128838937,1
2024-12-27,183.4531617662649,0
2024-12-28,146.01741874742345,1
2024-12-29,176.99418896936518,0
2024-12-30,217.35755490718202,0
2024-12-31,224.67964542787792,0
